external_id,name,category_raw,address_clean,postcode_digits,city_market,lat,lon,website_norm,phones_e164,emails_final_clean,facebook_url_final_clean_best,instagram_url_final_clean_best,whatsapp_url_final_clean_best,youtube_url_final_clean_best,tiktok_url_final_clean_best,linkedin_url_final_clean_best,telegram_url_final_clean_best,twitter_url_final_clean_best,pinterest_url_final_clean_best,google_maps_url,open_status_norm,working_hours
ChIJc1IZpTblukAR_4H6JvBKDxU,Art of Hair,Salon de înfrumusețare,"Strada Răscoalei 1907 27, , Constanta",900727,Constanța,44.1804675,28.648068,,+40241650226,,https://m.facebook.com/ArtofHairConstanta,,,,,,,,,https://www.google.com/maps/place/Art+of+Hair/data=!4m7!3m6!1s0x40bae536a5195273:0x150f4af026fa81ff!8m2!3d44.1804675!4d28.648068!16s%2Fg%2F11hbjcsftq!19sChIJc1IZpTblukAR_4H6JvBKDxU?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–19; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJo215mQvlukAR3IIrXrOrcA4,Andras Barber & Beauty,Salon de înfrumusețare,"Șoseaua Mangaliei, Constanta",900001,Constanța,44.1670357,28.6329469,,+40341425272,,,,,,,,,,,https://www.google.com/maps/place/Andras+Barber+%26+Beauty/data=!4m7!3m6!1s0x40bae50b99796da3:0xe70abb35e2b82dc!8m2!3d44.1670357!4d28.6329469!16s%2Fg%2F11vjgg2ysn!19sChIJo215mQvlukAR3IIrXrOrcA4?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–16; duminică: 09–13; luni: 09–19; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJLWd7rV3lukARqY3q4VNWVAI,"MA Beauty Salon & Academy Constanta. Salon & Cursuri Unghii cu Gel, Extensii Gene Constanta",Salon de înfrumusețare,"Strada Ștefan Mihăileanu nr. 11, Constanta",900699,Constanța,44.177215,28.6445493,https://mabeautyacademy.ro/academie/,+40721472623,contact@mabeautyacademy.ro,https://facebook.com/mabeautysalonacademy,https://instagram.com/mabeautysalonacademy,,,,,,,,"https://www.google.com/maps/place/MA+Beauty+Salon+%26+Academy+Constanta.+Salon+%26+Cursuri+Unghii+cu+Gel,+Extensii+Gene+Constanta/data=!4m7!3m6!1s0x40bae55dad7b672d:0x2545653e1ea8da9!8m2!3d44.177215!4d28.6445493!16s%2Fg%2F11v5ywvzrp!19sChIJLWd7rV3lukARqY3q4VNWVAI?authuser=0&hl=ru&rclk=1",open,sâmbătă: 09–15; duminică: 09–14; luni: 09–19; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJxWylMlnlukARfaHwoRhPfEM,Pakua beauty studio,Salon de înfrumusețare,"Bulevardul Tomis 47, Constanta",900178,Constanța,44.1760594,28.6545285,,+40731209988,,,https://instagram.com/roxanagoran,,,,,,,,https://www.google.com/maps/place/Pakua+beauty+studio/data=!4m7!3m6!1s0x40bae55932a56cc5:0x437c4f18a1f0a17d!8m2!3d44.1760594!4d28.6545285!16s%2Fg%2F11frqzt6gc!19sChIJxWylMlnlukARfaHwoRhPfEM?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–14; duminică: Închis; luni: 09–16; marți: 09–16; miercuri: 09–16; joi: 09–14; vineri: 09–14
ChIJnS_zpaP6ukARt-w4xMtJ8ds,Marc Yaacoub,Coafor,"Bulevardul Mamaia 232, Constanta",900546,Constanța,44.2035675,28.6453503,,+40727673770,,,,,,,,,,,https://www.google.com/maps/place/Marc+Yaacoub/data=!4m7!3m6!1s0x40bafaa3a5f32f9d:0xdbf149cbc438ecb7!8m2!3d44.2035675!4d28.6453503!16s%2Fg%2F11bw66br28!19sChIJnS_zpaP6ukARt-w4xMtJ8ds?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–19; duminică: 10–19; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJaevdHGXlukARvuwbtmKzLcI,July salon,Salon de înfrumusețare,"Strada Eliberării 48, Constanta",900299,Constanța,44.1777937,28.6105807,,+40771489656,,,,,,,,,,,https://www.google.com/maps/place/July+salon/data=!4m7!3m6!1s0x40bae5651cddeb69:0xc22db362b61becbe!8m2!3d44.1777937!4d28.6105807!16s%2Fg%2F11k_40zv06!19sChIJaevdHGXlukARvuwbtmKzLcI?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: Închis; marți: 10–17; miercuri: 09–17; joi: 09–17; vineri: 09–17
ChIJ42Yj8K36ukARop6Pnabrvek,Casandra Beauty Center,Salon de înfrumusețare,"Bulevardul Tomis 215, Constanta",900647,Constanța,44.1931708,28.6372957,https://www.casandrabeautycenter.ro/,+40725132666,office@casandrabeauty.ro,https://www.facebook.com/casandrabeautycenter,,,,,,,,,https://www.google.com/maps/place/Casandra+Beauty+Center/data=!4m7!3m6!1s0x40bafaadf02366e3:0xe9bdeba69d8f9ea2!8m2!3d44.1931708!4d28.6372957!16s%2Fg%2F1hhj1fhfb!19sChIJ42Yj8K36ukARop6Pnabrvek?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: 09–18; marți: 09–18; miercuri: 09–18; joi: 09–18; vineri: 09–18
ChIJFVKJ_Kv6ukARXruXi6b_mnQ,Lucia Style,Salon de înfrumusețare,"Bloc AL1, Bulevardul Alexandru Lăpușneanu 111, Constanta",900388,Constanța,44.1954043,28.6319382,https://www.luciastyle.ro/,+40722444194,office@luciastyle.ro,https://www.facebook.com/luciastyle,,,,,,,,,https://www.google.com/maps/place/Lucia+Style/data=!4m7!3m6!1s0x40bafaabfc895215:0x749affa68b97bb5e!8m2!3d44.1954043!4d28.6319382!16s%2Fg%2F11ddx5lsg1!19sChIJFVKJ_Kv6ukARXruXi6b_mnQ?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–20; vineri: 10–20
ChIJzz4_Dv7lukARCW_ty9zU9Yc,New Hair Studio by Laura Cosma,Salon de înfrumusețare,"Aleea Nalbei nr. 17, bl L110 sc.B, parter, Aleea Nalbei 17, Constanta",900212,Constanța,44.1791884,28.6306312,,+40724540454,,https://www.facebook.com/newhairstudiobylauracosma,,,,,,,,,https://www.google.com/maps/place/New+Hair+Studio+by+Laura+Cosma/data=!4m7!3m6!1s0x40bae5fe0e3f3ecf:0x87f5d4dccbed6f09!8m2!3d44.1791884!4d28.6306312!16s%2Fg%2F11h6t874_k!19sChIJzz4_Dv7lukARCW_ty9zU9Yc?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: Închis; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJO_aODdr7ukARGi29EEUYcDw,Four Seasons Luxury Hair Extensions,Salon de înfrumusețare,"Strada Zorelelor 67, Constanta",900001,Constanța,44.2049791,28.6452556,,,,,,,,,,,,,https://www.google.com/maps/place/Four+Seasons+Luxury+Hair+Extensions/data=!4m7!3m6!1s0x40bafbda0d8ef63b:0x3c70184510bd2d1a!8m2!3d44.2049791!4d28.6452556!16s%2Fg%2F11nfg7fgdy!19sChIJO_aODdr7ukARGi29EEUYcDw?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: Închis; marți: 09–17; miercuri: 09–17; joi: 09–17; vineri: 09–17
